record started at: 08-16-18 11:07:00

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
959 959 30.00 0:00:00:31.967/1000 0:00:00:31.934/1000 481.93 -32.60 352.15 218.97 -1000.00 -1000.00 54.00 47.00 
960 959 30.00 0:00:00:32.00/1000 0:00:00:31.967/1000 480.56 -32.29 352.73 219.18 -1000.00 -1000.00 54.00 48.00 
961 961 30.00 0:00:00:32.34/1000 0:00:00:32.00/1000 480.69 -32.41 352.68 219.12 -1000.00 -1000.00 54.00 47.00 
962 962 30.00 0:00:00:32.67/1000 0:00:00:32.34/1000 482.29 -32.41 351.97 219.02 -1000.00 -1000.00 53.00 46.00 
963 962 30.00 0:00:00:32.100/1000 0:00:00:32.67/1000 484.93 -32.65 350.81 218.75 -1000.00 -1000.00 54.00 48.00 
964 964 30.00 0:00:00:32.134/1000 0:00:00:32.100/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
965 965 30.00 0:00:00:32.167/1000 0:00:00:32.134/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
966 965 30.00 0:00:00:32.200/1000 0:00:00:32.167/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
967 967 30.00 0:00:00:32.234/1000 0:00:00:32.200/1000 366.21 8.18 397.30 241.74 -1000.00 -1000.00 27.00 36.00 
968 968 30.00 0:00:00:32.267/1000 0:00:00:32.234/1000 229.26 48.53 444.12 262.24 -1000.00 -1000.00 31.00 49.00 
969 968 30.00 0:00:00:32.300/1000 0:00:00:32.267/1000 233.15 38.88 443.67 258.71 -1000.00 -1000.00 31.00 53.00 
970 970 30.00 0:00:00:32.334/1000 0:00:00:32.300/1000 233.62 37.37 443.65 258.16 -1000.00 -1000.00 31.00 54.00 
971 971 30.00 0:00:00:32.367/1000 0:00:00:32.334/1000 232.96 38.45 443.78 258.57 -1000.00 -1000.00 30.00 52.00 
972 971 30.00 0:00:00:32.400/1000 0:00:00:32.367/1000 232.30 38.94 443.96 258.77 -1000.00 -1000.00 32.00 55.00 
973 973 30.00 0:00:00:32.434/1000 0:00:00:32.400/1000 263.46 31.66 433.70 254.97 -1000.00 -1000.00 40.00 54.00 
974 974 30.00 0:00:00:32.467/1000 0:00:00:32.434/1000 350.28 16.30 402.82 245.58 -1000.00 -1000.00 42.00 56.00 
975 974 30.00 0:00:00:32.500/1000 0:00:00:32.467/1000 441.16 9.48 366.56 238.48 -1000.00 -1000.00 57.00 52.00 
976 976 30.00 0:00:00:32.534/1000 0:00:00:32.500/1000 472.16 12.03 353.01 237.88 -1000.00 -1000.00 55.00 59.00 
977 977 30.00 0:00:00:32.567/1000 0:00:00:32.534/1000 463.73 14.34 356.50 239.25 -1000.00 -1000.00 51.00 54.00 
978 977 30.00 0:00:00:32.600/1000 0:00:00:32.567/1000 458.26 15.63 358.77 240.05 -1000.00 -1000.00 51.00 60.00 
979 979 30.00 0:00:00:32.634/1000 0:00:00:32.600/1000 455.57 16.38 359.86 240.49 -1000.00 -1000.00 54.00 61.00 
980 980 30.00 0:00:00:32.667/1000 0:00:00:32.634/1000 454.90 17.05 360.10 240.79 -1000.00 -1000.00 52.00 59.00 
981 980 30.00 0:00:00:32.700/1000 0:00:00:32.667/1000 454.57 17.31 360.22 240.91 -1000.00 -1000.00 53.00 59.00 
982 982 30.00 0:00:00:32.734/1000 0:00:00:32.700/1000 455.31 16.71 359.95 240.64 -1000.00 -1000.00 50.00 60.00 
983 983 30.00 0:00:00:32.767/1000 0:00:00:32.734/1000 439.48 33.05 365.40 247.87 -1000.00 -1000.00 43.00 27.00 
984 983 30.00 0:00:00:32.800/1000 0:00:00:32.767/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
985 985 30.00 0:00:00:32.834/1000 0:00:00:32.800/1000 1452.96 -705.34 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
986 986 30.00 0:00:00:32.867/1000 0:00:00:32.834/1000 324.68 51.39 409.53 259.71 -1000.00 -1000.00 19.00 17.00 
987 986 30.00 0:00:00:32.900/1000 0:00:00:32.867/1000 226.10 61.59 443.99 266.89 -1000.00 -1000.00 31.00 41.00 
988 988 30.00 0:00:00:32.934/1000 0:00:00:32.900/1000 236.58 61.95 440.35 266.66 -1000.00 -1000.00 33.00 57.00 
989 989 30.00 0:00:00:32.967/1000 0:00:00:32.934/1000 237.72 53.51 440.73 263.68 -1000.00 -1000.00 33.00 56.00 
990 989 30.00 0:00:00:33.00/1000 0:00:00:32.967/1000 237.32 52.84 440.93 263.46 -1000.00 -1000.00 34.00 56.00 
991 991 30.00 0:00:00:33.34/1000 0:00:00:33.00/1000 234.47 50.85 442.10 262.86 -1000.00 -1000.00 33.00 57.00 
992 992 30.00 0:00:00:33.67/1000 0:00:00:33.34/1000 228.69 48.88 444.28 262.38 -1000.00 -1000.00 33.00 58.00 
993 992 30.00 0:00:00:33.100/1000 0:00:00:33.67/1000 225.61 48.24 445.40 262.27 -1000.00 -1000.00 32.00 58.00 
994 994 30.00 0:00:00:33.134/1000 0:00:00:33.100/1000 225.77 47.88 445.38 262.14 -1000.00 -1000.00 32.00 58.00 
995 995 30.00 0:00:00:33.167/1000 0:00:00:33.134/1000 225.88 47.47 445.38 261.99 -1000.00 -1000.00 33.00 58.00 
996 995 30.00 0:00:00:33.200/1000 0:00:00:33.167/1000 225.37 47.61 445.54 262.05 -1000.00 -1000.00 31.00 56.00 
997 997 30.00 0:00:00:33.234/1000 0:00:00:33.200/1000 225.46 46.79 445.59 261.77 -1000.00 -1000.00 30.00 54.00 
998 998 30.00 0:00:00:33.267/1000 0:00:00:33.234/1000 225.03 47.50 445.67 262.03 -1000.00 -1000.00 31.00 55.00 
999 998 30.00 0:00:00:33.300/1000 0:00:00:33.267/1000 240.10 45.79 440.62 260.88 -1000.00 -1000.00 33.00 55.00 
1000 1000 30.00 0:00:00:33.334/1000 0:00:00:33.300/1000 312.41 31.16 415.90 252.79 -1000.00 -1000.00 44.00 57.00 
